part_id,words,reaction_time,words_left,words_right,left_score,right_score,left_score_binary,right_score_binary,sense_response
6136158.0,3,6633.699999999255,rock,autonomous_car,-1,1,0,1,
6136158.0,4,7238.29999999702,jelly_fish,virus,2,-2,1,0,
6136158.0,5,3081.300000000745,robot,human,-3,3,0,1,
6136158.0,6,2375.5,robot,god,-3,3,0,1,
6136158.0,7,6046.0,robot,autonomous_car,-2,2,0,1,
6136158.0,8,6190.10000000149,virus,computer,2,-2,1,0,
6136158.0,9,3114.70000000298,autonomous_car,computer,2,-2,1,0,
6136158.0,10,3175.099999997765,god,computer,2,-2,1,0,
6136158.0,11,3630.699999999255,chimpanzee,god,-1,1,0,1,
6136158.0,12,3493.5,robot,artificial_intelligence,-1,1,0,1,
6136158.0,13,2665.300000000745,jelly_fish,robot,2,-2,1,0,
6136158.0,14,2112.699999999255,god,rock,2,-2,1,0,
6136158.0,15,3973.800000000745,virus,artificial_intelligence,2,-2,1,0,
6136158.0,16,2915.79999999702,artificial_intelligence,computer,2,-2,1,0,
6136158.0,17,5135.10000000149,chimpanzee,robot,3,-3,1,0,
6136158.0,18,4683.199999999255,chimpanzee,computer,3,-3,1,0,
6136158.0,19,3170.60000000149,virus,autonomous_car,2,-2,1,0,
6136158.0,20,2441.5,virus,god,-2,2,0,1,
6136158.0,21,2408.60000000149,chimpanzee,jelly_fish,2,-2,1,0,
6136158.0,22,3510.60000000149,artificial_intelligence,rock,2,-2,1,0,
6136158.0,23,2890.300000000745,robot,rock,2,-2,1,0,
6136158.0,24,3501.5,robot,computer,2,-2,1,0,
6136158.0,25,4710.300000000745,human,rock,3,-3,1,0,
6136158.0,26,3974.300000000745,artificial_intelligence,autonomous_car,2,-2,1,0,
6136158.0,27,5641.20000000298,rock,computer,-2,2,0,1,
6136158.0,28,5008.199999999255,virus,robot,2,-2,1,0,
6136158.0,29,2277.60000000149,god,autonomous_car,2,-2,1,0,
6136158.0,30,2542.5,jelly_fish,computer,2,-2,1,0,
6136158.0,31,3119.300000000745,virus,human,-3,3,0,1,
6136158.0,32,5107.300000000745,jelly_fish,human,-3,3,0,1,
6136158.0,33,4402.5,jelly_fish,artificial_intelligence,3,-3,1,0,
6136158.0,34,2660.800000000745,chimpanzee,rock,2,-2,1,0,
6136158.0,35,2121.400000002235,chimpanzee,artificial_intelligence,2,-2,1,0,
6136158.0,36,2389.60000000149,artificial_intelligence,god,-2,2,0,1,
6136158.0,37,7019.900000002235,chimpanzee,human,-2,2,0,1,
6136158.0,38,4516.599999997765,human,autonomous_car,3,-3,1,0,
6136158.0,39,3168.39999999851,artificial_intelligence,human,-3,3,0,1,
6136158.0,40,3871.39999999851,jelly_fish,autonomous_car,2,-2,1,0,
6136158.0,41,2223.699999999255,virus,rock,2,-2,1,0,
6136158.0,42,1978.4000000022352,jelly_fish,rock,2,-2,1,0,
6136158.0,43,2304.900000002235,chimpanzee,autonomous_car,2,-2,1,0,
6136158.0,44,2385.60000000149,chimpanzee,virus,2,-2,1,0,
6136154.0,0,16186.300000000743,virus,god,-3,3,0,1,
6136154.0,1,29912.800000000745,rock,autonomous_car,-3,3,0,1,
6136154.0,2,4405.20000000298,artificial_intelligence,rock,3,-3,1,0,
6136154.0,3,3834.10000000149,chimpanzee,autonomous_car,3,-3,1,0,
6136154.0,4,8349.199999999255,artificial_intelligence,autonomous_car,2,-2,1,0,
6136154.0,5,6096.0,artificial_intelligence,computer,3,-3,1,0,
6136154.0,6,7178.39999999851,robot,computer,2,-2,1,0,
6136154.0,7,2937.0,chimpanzee,computer,3,-3,1,0,
6136154.0,8,3227.0,god,autonomous_car,3,-3,1,0,
6136154.0,9,17472.900000002235,robot,artificial_intelligence,-2,2,0,1,
6136154.0,10,2904.5,robot,god,-3,3,0,1,
6136154.0,11,3382.89999999851,chimpanzee,jelly_fish,3,-3,1,0,
6136154.0,12,6395.699999999255,jelly_fish,autonomous_car,3,-3,1,0,
6136154.0,13,3484.199999999255,god,rock,3,-3,1,0,
6136154.0,14,4094.599999997765,chimpanzee,god,-3,3,0,1,
6136154.0,15,3591.800000000745,virus,rock,3,-3,1,0,
6136154.0,16,3393.900000002235,jelly_fish,human,-3,3,0,1,
6136154.0,17,13475.599999997765,artificial_intelligence,human,-1,1,0,1,
6136154.0,18,5380.0,virus,artificial_intelligence,-1,1,0,1,
6136154.0,19,3204.199999999255,god,computer,3,-3,1,0,
6136154.0,20,7153.39999999851,robot,human,-2,2,0,1,
6136154.0,21,9386.0,jelly_fish,robot,-1,1,0,1,
6136154.0,22,4754.199999999255,virus,human,-2,2,0,1,
6136154.0,23,2953.300000000745,artificial_intelligence,god,-3,3,0,1,
6136154.0,24,3258.300000000745,human,autonomous_car,3,-3,1,0,
6136154.0,25,6152.70000000298,jelly_fish,computer,3,-3,1,0,
6136154.0,26,2559.199999999255,robot,rock,3,-3,1,0,
6136154.0,27,2997.699999999255,rock,computer,-3,3,0,1,
6136154.0,28,4519.5,jelly_fish,rock,3,-3,1,0,
6136154.0,29,3577.5,virus,robot,-2,2,0,1,
6136154.0,30,5951.5,chimpanzee,artificial_intelligence,-2,2,0,1,
6136154.0,31,4448.0,chimpanzee,virus,2,-2,1,0,
6136154.0,32,2238.400000002235,human,rock,3,-3,1,0,
6136154.0,33,5610.599999997765,chimpanzee,robot,2,-2,1,0,
6136154.0,34,12044.099999997765,autonomous_car,computer,2,-2,1,0,
6136154.0,35,2401.89999999851,human,god,-3,3,0,1,
6136154.0,36,6263.199999999255,jelly_fish,virus,-1,1,0,1,
6136154.0,37,4642.20000000298,virus,autonomous_car,2,-2,1,0,
6136154.0,38,3226.699999999255,chimpanzee,human,-3,3,0,1,
6136154.0,39,2807.699999999255,human,computer,3,-3,1,0,
6136154.0,40,4067.800000000745,chimpanzee,rock,3,-3,1,0,
6136154.0,41,3155.800000000745,jelly_fish,artificial_intelligence,-3,3,0,1,
